level,question,answer
0.5,"Sort 3, -20, -5, 2/9, 1/5, 2/11 in increasing order.","-20, -5, 2/11, 1/5, 2/9, 3"
0.5,Let c(x) = -2*x. Let s(y) be the second derivative of -y**3/6 - 3*y. Let r(g) = -10*g**2 - g. Let m(d) = 2*r(d) - 2*s(d). Calculate c(m(f)).,40*f**2
0.5,What is the first derivative of 500*t*z**2 + 144*t*z + 65568*t - 3*z**2 - 9 wrt z?,1000*t*z + 144*t - 6*z
0.5,"Suppose 0 = 2*j - 8, 5*z - 4*j = 7*z - 80. Calculate the highest common factor of 40 and z.",8
0.5,Let y = -23727201.643 - -23711742. Let j = 15388.6 + y. Let z = j + 71. What is z rounded to two decimal places?,-0.04
0.5,Let z = 20 - 15. Suppose -z = -h - 29. Let k = -8 - h. What are the prime factors of k?,2
0.5,"In base 4, what is 12131 - -11101?",23232
0.5,Convert -346 (base 7) to base 8.,-265
0.5,"What is the second biggest value in -1/5, -2/145, 4/13, -0.3, -0.5?",-2/145
0.5,What is the second derivative of -293923*x**3 - 1771*x + 5?,-1763538*x
0.5,"What is the smallest value in -159, -1, -1/5, -3/11?",-159
0.5,Let w = -41 - -31. Let r be (-357)/(-15) - 2/w. Calculate the highest common factor of r and 24.,24
0.5,Convert -5554 (base 8) to base 12.,-1838
0.5,Simplify i**12*i*i*i*i*i**(-15)*i**(-14)/(i*i*i*i**(-1/7)*i*i) assuming i is positive.,i**(-125/7)
0.5,What is the product of 1.8 and -1.2?,-2.16
0.5,Let s = 2741 + -1026. List the prime factors of s.,"5, 7"
0.5,Let j be (351/(-18) - -2)*-2. Let i(l) = -l**3 - 3*l**2 + 7*l - 1. Let p be i(-5). Calculate the greatest common factor of j and p.,7
0.5,Let n be 0 + -5*(-3)/60*16. Let q(d) be the second derivative of 4/3*d**3 - 1/2*d**n + d + 4*d**2 - 2/5*d**5 + 0 - 1/15*d**6. Factor q(z).,-2*(z - 1)*(z + 1)*(z + 2)**2
0.5,Let p = -69/13 + 587/91. Find k such that p*k**3 - 12/7*k**5 - 36/7 - 52/7*k**4 - 60/7*k + 152/7*k**2 = 0.,"-3, -1/3, 1"
0.5,"Sort 4, -41, -18, -3, 5 in descending order.","5, 4, -3, -18, -41"
0.5,Let z = -943 - -2330. What is z rounded to the nearest 100?,1400
0.5,Let z = 364 + -355. Calculate the greatest common factor of z and 36.,9
0.5,Multiply 0.08309 and -37.,-3.07433
0.5,Let w be (5 - 49/7)/(-2). Solve -w = -5*a + 6*a for a.,-1
0.5,Let u(w) be the first derivative of w**7/8820 - w**5/315 + 3*w**3 + 5. Let b(v) be the third derivative of u(v). Let b(i) = 0. Calculate i.,"-2, 0, 2"
0.5,Convert 40526 (base 7) to base 14.,384d
0.5,"In base 6, what is -40125 - -1431?",-34254
0.5,Let r(c) = 4*c**3 + 8*c**2 - 56*c + 413. Let t be r(8). Round t to the nearest ten.,2530
0.5,What is 5.6 times 0.0963?,0.53928
0.5,"Sort 2366, 2, 1, -5 in increasing order.","-5, 1, 2, 2366"
0.5,Convert 7776 (base 9) to base 16.,166b
0.5,Find the second derivative of 732592*d**3 + 749707*d.,4395552*d
0.5,"Suppose -6*a = -5*a - l, 6 = 4*a - l. Solve a*n - n = 5 for n.",5
0.5,Let z be 75/(-5)*(-3)/9. Let c be (-4)/6 + (-17)/(-3). Let t = -23 - -43. Solve c*o - z = -t for o.,-3
0.5,56*-11.97,-670.32
0.5,Let z = -161 - -514. Is z a prime number?,True
0.5,"Sort -5/3, -1/2, 4, -0.1, -57, -1/3 in increasing order.","-57, -5/3, -1/2, -1/3, -0.1, 4"
0.5,"Suppose 0*b + 10 = m - b, 4*m = -b + 25. Let k = 9 - m. Suppose -49 = -k*o + 11. What are the prime factors of o?","2, 3, 5"
0.5,"What is the second biggest value in 3/5, 0.18684, -2/7?",0.18684
0.5,-95*-513,48735
0.5,"What is the smallest value in 0.4, -3/1358, -1?",-1
0.5,Let z be (-20)/4*(-6)/(-5). Let v = z + 8. Factor 4*b**3 - 3*b**4 - v*b**2 - 3*b**4 + 4*b**4.,-2*b**2*(b - 1)**2
0.5,"In base 10, what is -2072 + 1520?",-552
0.5,"What is the fifth biggest value in 0.04, -1/4, 1/2, -3/4, -4?",-4
0.5,Let t(b) = -b**3 - 21*b**2 - 22*b - 34. Let k be t(-20). What is the highest common divisor of k and 6?,6
0.5,Let x be (-20)/(-10) - 7 - -9. What is y in -2/9*y**3 + 2/9*y + 0 - 2/9*y**2 + 2/9*y**x = 0?,"-1, 0, 1"
0.5,"Suppose 3*x - 3 = -0*x, -h + 2*x + 317238 = 0. Let f = h + -677240. What is f rounded to the nearest one hundred thousand?",-400000
0.5,Calculate 10*-12537.,-125370
0.5,"Suppose 0*d + 6 = 3*d. Let f(u) = 2*u**2 + 2*u - 2. Let z be f(2). Suppose 2*l + 3*b - 19 = -3*l, -z = 5*b. Calculate the highest common factor of l and d.",1
0.5,"Put 0, 64, -8, 35 in descending order.","64, 35, 0, -8"
0.5,What is -d1 (base 14) in base 9?,-223
0.5,Let c(o) = -3*o + 5*o + 2*o - 3*o. Let z(l) = -170*l**2. Give z(c(t)).,-170*t**2
0.5,Simplify w**(-20)*w**(-2/125)*(w/(((w/w**14)/w)/w*w))**(-13) assuming w is positive.,w**(-26877/125)
0.5,What is 23d4 (base 15) in base 11?,5801
0.5,Suppose -j + 8 = 3*j. Let y be 57/(-12)*j*-2. Let o be 38/4*(0 - -2). Calculate the greatest common divisor of o and y.,19
0.5,Let z = -71 - -78. Suppose -4 = z*f - 25. Solve f*q - 5*q + 4 = 0 for q.,2
0.5,Let z = -23107 + 32598. Is z a composite number?,False
0.5,Differentiate -2*j*s**3 - 4*j*s - 4*j - 686*s**3 - 1275 with respect to s.,-6*j*s**2 - 4*j - 2058*s**2
0.5,"Suppose 112 = n + 2*k, n - 142 = -4*k - 28. Let g = 115 - n. Solve g*u = u - 8 for u.",-2
0.5,Let n(w) = -3 + 3 + 1. Let v(l) = 1. Let f(y) = 2*y - 9. Let s(x) = f(x) + 4*v(x). Let q(h) = 5*n(h) + s(h). Let m(u) = -3*u**2. Determine m(q(j)).,-12*j**2
0.5,Let o = -358 + 1509. Is o a prime number?,True
0.5,"In base 7, what is 45 - 130?",-52
0.5,Suppose 150/13 + 42/13*z**2 + 194/13*z - 2/13*z**3 = 0. What is z?,"-3, -1, 25"
0.5,Simplify ((y/y**(-1))**(2/31)*(y*y**(-1))/(y*y**(1/5)))**(-21) assuming y is positive.,y**(3486/155)
0.5,Let l(b) = -7*b**2. Let q(z) = -3*z**2 - 6*z + 6. Let u(r) = r**2 + r - 1. Suppose -x = 2*x + 18. Let m(v) = x*u(v) - q(v). Calculate l(m(s)).,-63*s**4
0.5,"Let r(u) = 2*u + 137. Let j be r(0). Let b = j + -82. Suppose 8*h + 5*n - b = 3*h, -h - 5*n = 9. List the prime factors of h.",2
0.5,Suppose -74*x = -66*x - 160. Solve -3*r + x = 29 for r.,-3
0.5,"In base 9, what is -8803 - -6?",-8786
0.5,Let v(u) be the second derivative of -u**3/6 + 6*u**2 + u. Let r be v(11). Let a be (-3 + (-28)/(-8))*2. Calculate the greatest common factor of r and a.,1
0.5,Let c(o) = 2*o + 5*o - 6*o. Let d(l) = 4*l + 17. Let v(b) = -9*b - 34. Let p(a) = -5*d(a) - 2*v(a). Calculate c(p(k)).,-2*k - 17
0.5,-36.776 times -0.09,3.30984
0.5,"Suppose -6*r + 35 = -r - 5*c, 0 = 5*c + 25. Factor -45 - 6*d**2 + 50*d - d**2 + 8*d**r - 6*d**2.",-5*(d - 9)*(d - 1)
0.5,Let m(o) be the first derivative of -o**3/3 - 43. Let c(k) = k - 14. Determine c(m(f)).,-f**2 - 14
0.5,"In base 11, what is -57 + 5439?",5392
0.5,Let b be ((-48)/28)/((-6)/63*3). Solve 140*n - 134*n - b = 0 for n.,1
0.5,Which is the third smallest value?  (a) 0.138  (b) 652  (c) -2,b
0.5,What is the second derivative of 9255*s**4 + 117760*s?,111060*s**2
0.5,Convert -3133 (base 4) to base 2.,-11011111
0.5,Let a = 0.058 - 0.0533. Let q = a + 0.031. Round q to two decimal places.,0.04
0.5,Let k(u) = 2*u**2 + 31*u + 86. Let a be k(-12). Let w be (-30)/(-25)*10/3. Solve d = a*d - w for d.,4
0.5,Let j(u) = 4*u**3 - 3*u**2 + u. Let v = 0 - -2. Let h be j(v). Let f = 53 - h. What are the prime factors of f?,31
0.5,Let j(p) be the first derivative of 52 - 256*p**2 + 0*p - 1/2*p**4 + 64/3*p**3. Factor j(h).,-2*h*(h - 16)**2
0.5,Suppose -9*g = -5*g - 28. Solve -4*c + 1 + g = 0 for c.,2
0.5,"Sort -29, 0.2, 0.5, -5, -67, 0.1 in decreasing order.","0.5, 0.2, 0.1, -5, -29, -67"
0.5,-2320230 (base 4) to base 13,-54c3
0.5,"In base 7, what is -5 - 1031611?",-1031616
0.5,Let i(v) be the third derivative of v**5/30 - 13*v**3/6 - 579*v**2. Let d(j) = 3*j**2. Determine i(d(w)).,18*w**4 - 13
0.5,"Suppose -4*r - s + 13 = -3*r, -15 = -3*s. Let j be (-136)/(-14) - 8/(-28). Let g = j + -2. What is the greatest common factor of r and g?",8
0.5,What is 0.036 times -8255?,-297.18
0.5,Simplify (g/(g*g**9)*g*g*g**6)/(g*g**(-2/7))**45 assuming g is positive.,g**(-232/7)
0.5,Which is the fourth biggest value?  (a) 31  (b) 4/5  (c) 8  (d) 1  (e) -17,b
0.5,Let j be (-207 + 3)*(-3)/(-6). Let v be 3/(-1) + j/(-17). Solve 3*z + 6 = -v for z.,-3
0.5,Suppose -4*o - 4 = -84. Suppose 0 = 6*g - 582 + 570. Solve -2*l - o = g*l for l.,-5
0.6,Let g(u) = -2*u - 1. Let l(z) = -3*z - 2. Let c = -3 + 7. Let s be 1*(-1)/(3/9 - 0). Calculate c*g(f) + s*l(f).,f + 2
0.6,What is the value of 14*(-6)/24*(224/(-21))/(-16)?,-7/3
0.6,Let x(i) = 173085 - 10182*i. Determine x(17).,-9
0.6,"Let g be (-11)/(-30) - 2/10. Let f = 20.1 + -4.1. Let b = f + -20. What is the third biggest value in b, 4/9, g?",b
0.6,"Two letters picked without replacement from {o: 1, b: 1, j: 2, c: 4}. What is prob of picking 1 b and 1 j?",1/14
0.6,Is 664434 a multiple of 18?,True
0.6,Let v(x) = x**2 + x + 1. Let f(t) = -4*t**2 - 2*t - 69. Determine -f(r) - 2*v(r).,2*r**2 + 67
0.6,"Two letters picked without replacement from {n: 6, t: 3, o: 2, a: 2, p: 4}. Give prob of picking 2 t.",3/136
0.6,Find the common denominator of 19/37518 and 107/338.,37518
0.6,Calculate the common denominator of -1/43002 and 115/57336.,172008
0.6,Calculate ((-4)/(-30))/((8/50)/(35/175)).,1/6
0.6,"Let u be 0 - (-2 - (8 - -1)). Suppose -u = -2*l + 41. Suppose -l = -5*k - 76. What is the third smallest value in -1/2, k, -0.3?",-0.3
0.6,Calculate the remainder when 2670 is divided by 47.,38
0.6,Suppose f = -4*f. Suppose m + 4 - 8 = f. Find the third derivative of 4*p**2 - p**2 - 2*p**4 - 9*p**2 + m*p**2 wrt p.,-48*p
0.6,"Let m = -44012/45 - -978. What is the smallest value in -5, m, 0?",-5
0.6,"Let g = -0.3 - -0.2. Let d be 7 + 12/(-5) + (-93)/155. Put g, 1/4, 2, d in descending order.","d, 2, 1/4, g"
0.6,What is the remainder when 5933 is divided by 5827?,106
0.6,Calculate the least common multiple of 11 and 2879982.,31679802
0.6,"Calculate prob of picking 2 g and 1 f when three letters picked without replacement from {g: 2, w: 1, e: 1, u: 1, f: 1, n: 1}.",1/35
0.6,Let w(l) be the second derivative of -16*l**3/3 + 541*l**2/2 + 231*l - 2. What is the derivative of w(v) wrt v?,-32
0.6,Let i = -97 - -99. Let d(t) = -3*t**2 + 2*t - 6. Let g(a) = -4*a**2 + 3*a - 7. What is i*g(u) - 3*d(u)?,u**2 + 4
0.6,Evaluate 11 - 0 - (-2 + 30 + -4).,-13
0.6,What is the units digit of 198238?,8
0.6,Let q = -1 - 4. Let j(u) = 2 - u. Let f(z) = 3 - z. Let g(n) = -3*f(n) + 4*j(n). Let k(d) = -d**3 + d**2 - 5*d - 4. Determine q*g(i) + k(i).,-i**3 + i**2 + 1
0.6,Let j(m) = -17*m**2 - 550*m - 180. Give j(-32).,12
0.6,Is 580122 a multiple of 6?,True
0.6,"Let n = -3 + 1.9. Let i = 0.18 - 1.18. Let k = i - n. Sort 5, 0, k in increasing order.","0, k, 5"
0.6,"Let k = -22 - -3. Let q = k + 23. Let v be -2 - (-1 - 0/(-3)). Sort v, q, -3 in decreasing order.","q, v, -3"
0.6,Let r be 124/(-30) - (-1)/(45/6). Which is the biggest value?  (a) r  (b) -1  (c) 1  (d) -0.8,c
0.6,Evaluate (408/1632)/((-2)/32*6).,-2/3
0.6,"What is next in -2243, -842, 559, 1960?",3361
0.6,Let j(v) = -2*v**3 - 9*v**2 + 67*v + 281. Give j(-6).,-13
0.6,Let f(o) = -149*o - 115. Calculate f(1).,-264
0.6,Does 22 divide 320140?,False
0.6,What is the hundreds digit of 47771?,7
0.6,"Solve -32*u + 29*u = 11*b + 16, 5*b = -10 for u.",2
0.6,Let m(a) = a**3 - 28*a**2 - 45*a + 2022. What is m(27)?,78
0.6,"Let q = -47 - -233/5. What is the biggest value in q, 2, -9?",2
0.6,"What is next in 1551, 3044, 4531, 6012, 7487, 8956?",10419
0.6,What is the ten thousands digit of 170458?,7
0.6,Let i(a) be the second derivative of 3*a**5/20 - a**4/12 - a**3/3 + a**2/2 - 90*a. Let p(x) = 7*x**3 - 3*x**2 - 5*x + 2. Determine 10*i(k) - 4*p(k).,2*k**3 + 2*k**2 + 2
0.6,Two letters picked without replacement from udybkdb. What is prob of picking 1 y and 1 d?,2/21
0.6,"Let v be 4 - ((-66)/(-20) - (-3)/6). Put 4, -1/3, -35, v in decreasing order.","4, v, -1/3, -35"
0.6,Is 2 a factor of 188388?,True
0.6,Let x(m) = 2*m + 33. Give x(-8).,17
0.6,Let l = -343/410 - -3/82. Let i be (-1)/(((-1)/2)/(-1)). Let n be 45/10 - (-2)/(-4). Which is the second biggest value?  (a) i  (b) n  (c) l,c
0.6,"Solve -29096*m - 4*z - 1 = -29097*m, 4*m + 5*z = -17 for m.",-3
0.6,"Let t(k) = -k**3 + k**2 + k. Let y be t(0). Suppose y = 2*i + 2*i + 8. Let g = 2723 - 2720. Sort 2, i, g in descending order.","g, 2, i"
0.6,Let q(a) = -95*a**3 + 2*a**2 + 2*a - 3. Give q(1).,-94
0.6,Let c(d) = -d**3 - 36*d**2 - 32*d + 91. Calculate c(-35).,-14
0.6,"Three letters picked without replacement from {a: 2, n: 1, y: 8, m: 2, i: 2}. Give prob of picking 2 m and 1 a.",2/455
0.6,What is the value of ((-1000)/(-60))/(-25)*(-9)/(-6)?,-1
0.6,"Two letters picked without replacement from {r: 2, d: 2, a: 4, i: 4}. Give prob of picking 1 r and 1 i.",4/33
0.6,Let v be (-12)/(-7) - 8/(-28). Let y = -1 - -7. What is the second derivative of -2*i + 9*i - 3*i - y*i**4 + v*i wrt i?,-72*i**2
0.6,What is prob of picking 2 p when two letters picked without replacement from tpwpt?,1/10
0.6,Calculate the least common multiple of 6 and 200082.,200082
0.6,What is the thousands digit of 11387226?,7
0.6,Is 345 a factor of 547515?,True
0.6,"Solve -60*s = -z - 58*s - 5, -4*z - 50*s = -212 for z.",3
0.6,"What is the next term in -5, 85, 183, 289, 403?",525
0.6,What is the millions digit of 14856537?,4
0.6,Let r(k) = 26*k + 672. Let a be r(-26). Let m(o) = -o**3 - o**2 + o - 1. Let s(z) = z**3 + 3*z**2 - 2*z. Give a*m(p) - 2*s(p).,2*p**3 - 2*p**2 + 4
0.6,"What is next in 24, 79, 114, 87, -44?",-321
0.6,"What is next in -3153, -12633, -28435, -50559, -79005, -113773, -154863?",-202275
0.6,"Solve 0 = -2*t - 2*d + 28, 2*d - 28 = 486*t - 491*t for t.",0
0.6,Calculate 22 + (2 + (-9 - 1) - 0) + 4.,18
0.6,Let k(y) = 4163 - 233*y. Give k(17).,202
0.6,Four letters picked without replacement from jaaaajjjaa. What is prob of picking 4 j?,1/210
0.6,"Let m = -0.49 - -0.29. Let d = -6.6 + 0.6. Let l = d - -1. Sort m, l, -4/7 in ascending order.","l, -4/7, m"
0.6,"Let o be 9/(-6) + (-1)/2. Let r be 3/(-24) + o/8. Let k be 10/3 - ((1 - 4) + 5). What is the second biggest value in r, 2, k?",k
0.6,What is -1377 - -1379 - (0 + -20)?,22
0.6,Let w(j) = 2*j - j + 7*j + 2 - 2*j. Let f(m) = 5*m + 1. Let s(u) = u**3 + 5*u**2 + 4. Let t be s(-5). What is t*f(r) - 3*w(r)?,2*r - 2
0.6,Find the third derivative of -45*u + u**4 - 20*u**6 + 52*u + u**2 + 24*u wrt u.,-2400*u**3 + 24*u
0.6,"What is next in -1227, -1218, -1185, -1116, -999, -822?",-573
0.6,What is the remainder when 956878 is divided by 318953?,19
0.6,Is 96723 a multiple of 175?,False
0.6,"Solve -4*y + 2230 = -5*k + 2241, y = 5*k + 1 for k.",-1
0.6,"Solve -4*r + 5*n = -33, 134*n = -31*r + 135*n + 218 for r.",7
0.6,Let g(a) be the third derivative of -6*a - 1/10*a**6 + 1/30*a**5 + 0 - 1/105*a**7 - 7*a**2 + 31/24*a**4 + 0*a**3. Find the third derivative of g(l) wrt l.,-48*l - 72
0.6,Calculate (-42 - -59) + (21 - -3) + -17.,24
0.6,Calculate the common denominator of -113/29352 and 77/391360.,1174080
0.6,"What is next in 974570, 974571, 974572, 974573, 974574?",974575
0.6,Calculate 9 + (-2 - -4) + -7 + -4.,0
0.6,What is the remainder when 978 is divided by 92?,58
0.6,"Let r = 124.3 + -123. Let k = r + 1.7. Let u = -1 + 0.6. Sort u, k, 5 in descending order.","5, k, u"
0.6,Let m(s) be the first derivative of s**9/108 + s**5/6 + 38*s**3/3 + 20. Let f(b) be the third derivative of m(b). What is the second derivative of f(h) wrt h?,560*h**3
0.6,Let s = -2947/3 - -985. Let c(t) be the first derivative of -4/3*t**6 - 4 + s*t**3 + 0*t**2 + 0*t**4 + 0*t**5 + 0*t. What is the third derivative of c(h) wrt h?,-480*h**2
0.6,Let p(b) = 111*b**3 + 4*b**2 - 66*b - 4. Let f(c) = 555*c**3 + 21*c**2 - 330*c - 21. Let d(w) = -4*f(w) + 21*p(w). Find the second derivative of d(r) wrt r.,666*r
0.6,What is the hundreds digit of 912747?,7
0.6,"Let j be 66/9 + (-11)/33. Suppose -25 = 3*c - 4*m, 5*c - 5*m + j = -7*m. What is the second smallest value in 2/3, 0.1, 3, c?",0.1
0.6,Let l = -351/4 - -175/2. Which is the smallest value?  (a) l  (b) -0.4  (c) -2.4,c
0.6,Let i(j) = j**2 - 7*j. Let z be i(6). Let o(h) = 1 - h. Suppose 0 = 5*v - v - 8. Let b(k) = 2*k**2 + 0 - 2 - 2 - v*k + 8*k. What is z*o(t) - b(t)?,-2*t**2 - 2
0.6,What is -6 + (1 - 25 - (455 - 463))?,-22
0.6,Is 6 a factor of 59059?,False
0.6,What is the least common multiple of 76851 and 33?,845361
0.6,Let r(b) = b**2 + 74*b + 599. Give r(-50).,-601
0.6,Calculate the common denominator of 79/27968 and 105/141664.,6516544
0.6,What is the remainder when 90948 is divided by 17?,15
0.6,Let f(a) = 24*a + 18*a**2 - 19*a + 15 - a - 3 + 8*a. Let s(p) = 7*p**2 + 5*p + 5. Give -5*f(k) + 12*s(k).,-6*k**2
0.6,"Two letters picked without replacement from {i: 10, y: 2}. Give prob of picking 1 y and 1 i.",10/33
0.6,Let a(y) = y**2 + 2*y + 3. Let z(o) = o**2 + o + 1. Let v = -371 - -377. Calculate v*z(j) - 2*a(j).,4*j**2 + 2*j
0.6,What is the ten millions digit of 10850408?,1
0.6,"Suppose -h - 12*b = -68, 5*b = -3*h + 12 + 6. Let m(w) = 12*w + 6. Let f be m(-5). Sort 2, h, f in decreasing order.","2, h, f"
0.6,What is the remainder when 165989 is divided by 33?,32
0.6,Let p(o) = -17*o**2 - 123*o - 198. What is p(-5)?,-8
0.6,"Let i = -18.448 - 0.052. Let z = 19 + i. What is the smallest value in -1/3, z, -2?",-2
0.6,Calculate the common denominator of 101/48762 and -115/18576.,390096
0.6,What is the common denominator of -35/79928 and 89/4532?,879208
0.6,"Solve -53523 + 53526 = -3*k, -3*k = -2*p - 7 for p.",-5
0.6,Let u(s) be the second derivative of 2 + 0*s**3 + 5/3*s**4 + 55/2*s**2 + 3*s. Differentiate u(o) wrt o.,40*o
0.6,What is the lowest common multiple of 74844 and 51030?,1122660
0.6,What is the hundreds digit of 190586?,5
0.6,"What is next in 2356, 4686, 6990, 9268?",11520
0.6,Let g(j) = 8*j - 122. What is g(9)?,-50
0.6,"Four letters picked without replacement from {x: 8, p: 8, y: 1}. Give prob of picking 1 p and 3 x.",16/85
0.6,Let r(h) = 9*h - 3. Let x(w) = -46 + 19 + 14 + 12. Determine -2*r(c) + 6*x(c).,-18*c
0.6,Let w(x) = -526*x - 33147. Give w(-63).,-9
0.6,Two letters picked without replacement from lllllllllihiiillhil. What is prob of picking 2 l?,22/57
0.6,What is the remainder when 32763 is divided by 33?,27
0.6,"Solve -14 = 4*j - 214*k + 216*k, 2*k = 4*j - 2*k + 20 for j.",-4
0.6,What is the remainder when 14332 is divided by 319?,296
0.6,What is (-40)/(((-2240)/84)/16)?,24
0.6,What is (-5 - (-13 - (-2 + 0 + 5))) + 4?,15
0.6,What is the ten thousands digit of 424627?,2
0.6,"Solve -11*q + f - 4 = -10*q, -5*q = 4*f + 56 for q.",-8
0.6,What is the value of -15*(-8)/6*9/180*-5?,-5
0.6,Calculate prob of picking 2 k when two letters picked without replacement from kcrkrkrk.,3/14
0.6,Calculate 3 - ((-2 - (-3 + 0)) + (2 - 7)).,7
0.6,"Suppose y = 7 - 1. Let u(w) = w**2 - 6*w + 3. Let h be u(y). Let c be (14/(-70))/((-4)/(-10)). Sort h, c, 0.4.","c, 0.4, h"
0.6,What is the hundred thousands digit of 16126717?,1
0.6,What is the thousands digit of 357064?,7
0.6,Calculate the common denominator of 23/12 and -53/4179.,16716
0.6,Is 504 a factor of 72948?,False
0.6,What is the value of (22 - -11) + -25 - (8 + -1)?,1
0.6,What is the remainder when 116286 is divided by 343?,9
0.6,"What is next in -2995, -12033, -27091, -48163, -75243, -108325, -147403?",-192471
0.6,Let i(f) = 66 - 823*f. Determine i(1).,-757
0.6,Let q = -20 - -24. What is the third derivative of z**4 + 8*z**q - 515*z**2 + 504*z**2 wrt z?,216*z
0.6,Is 9 a factor of 7755672?,False
0.6,Calculate the remainder when 195 is divided by 32.,3
0.6,What is the hundreds digit of 305371?,3
0.6,"What is next in -2163, -1984, -1685, -1266, -727?",-68
0.6,Evaluate 307 + -311 - (0 + 5 - -1 - 1).,-9
0.6,Let d(l) = l**2 - 2 + 7 + l**2 + 2 + 0*l**2. Let c(a) = a**2 + 1. What is -6*c(s) + d(s)?,1 - 4*s**2
0.6,Calculate (-54 - -67) + (4 - 3).,14
0.6,Calculate the least common multiple of 484 and 352.,3872
0.6,"Let l be (-26)/264 + 8/(-96). What is the second biggest value in 19, 5, 0.4, l?",5
0.6,What is the value of ((-812)/(-464))/((-35)/(-80))?,4
0.6,Calculate the remainder when 444674 is divided by 33.,32
0.6,Let g(c) = 10*c - 46. Let m(k) = 3*k - 15. Let s(a) = a**2 + 34*a + 66. Let d be s(-32). Calculate d*g(b) - 7*m(b).,13 - b
0.6,Calculate 1 + -1 + -24 + -1 - (-2732 - -2728).,-21
0.6,"Let r be ((-2)/(-5))/(7/35*-1). Put -5, 30, r, 2 in descending order.","30, 2, r, -5"
0.6,"Solve -214*q + 5 = -g - 216*q, -10 = 2*g - 3*q for g.",-5
0.6,"Solve 0 = x + y, 3056*y - 3061*y = -0*x - x for x.",0
0.6,"Let p = 127 + -127.5. Let f = 0.8 + -0.1. Let k = f + -0.5. What is the third smallest value in p, 3/5, k?",3/5
0.6,"Suppose 5*m = -2*u - 2*u + 7, 4*u = -2*m - 2. Suppose -m*w - 17 = -4*z, 2 = -2*z - 4*w + 16. Find the second derivative of -163 + 163 + z*r**2 + r wrt r.",10
0.6,Let i = 11.7 - 13. Let n = -203.3 + 199. Let d = n - i. Which is the third biggest value?  (a) -0.1  (b) 0.04  (c) d,c
0.6,What is the remainder when 6650 is divided by 1656?,26
0.6,Does 6 divide 15330?,True
0.6,"What comes next: -936472, -936474, -936476?",-936478
0.6,Let c(r) = 7*r - r**3 - 1 - 3 - 2*r + 6 + 4*r**2. Let u be c(5). Differentiate -u*n - 4 + n + 9 - n wrt n.,-2
0.6,Let l(m) = -2*m**2 + 110*m - 1463. Calculate l(32).,9
0.6,"Let q be 69/21 - (-4)/(-14). Let s = -3.1 + 3. Suppose 8 = -4*w - 12, -4*r = 2*w - 54. Put r, q, s in decreasing order.","r, q, s"
0.6,Let o(a) = -a**3 - 9*a**2 - 9*a + 5. Let s(l) = l**2 + 7*l - 2. Let q(y) = 8*y - 2. Let m(i) = -3*q(i) + 4*s(i). Determine -5*m(h) - 2*o(h).,2*h**3 - 2*h**2 - 2*h
0.6,"What is next in 38, 118, 222, 344, 478, 618?",758
0.6,"Solve 0 = 4*o + t + 22, 4*o + 15*t = 45 - 39 for o.",-6
0.6,What is the remainder when 1903797 is divided by 570?,567
0.6,Is 7599115 a multiple of 143?,False
0.6,What is 1*(568/(-2485))/(4/(-5))?,2/7
0.6,What is the thousands digit of 976081?,6
0.6,What is the value of 0 + -52 + (1077 - 1040)?,-15
0.6,"Let w = -1159 - -1057. What is the third biggest value in w, -1/2, -3?",w
0.6,Suppose -o + 4 = -0. Suppose -o*p = -33 - 11. Let u = -15 + p. Let t(z) = z**3 - 4*z - 4. Let j(f) = 2*f**3 - 7*f - 7. Determine u*j(c) + 7*t(c).,-c**3
0.6,What is the remainder when 5239 is divided by 835?,229
0.6,"What comes next: -4190, -16740, -37656, -66938?",-104586
0.6,What is the common denominator of -137/49104 and 133/40176?,441936
0.6,What is the hundred thousands digit of 110902?,1
0.6,"What is the next term in -8517, -16381, -24235, -32073, -39889, -47677, -55431, -63145?",-70813
0.6,Let n(h) = -h**3 + 57*h**2 - 506*h - 4. Give n(11).,-4
0.6,Is 2425541 a multiple of 273?,False
0.6,Calculate the remainder when 5060 is divided by 1915.,1230
0.6,"Let w = 748 + -736. Put w, 0, 1 in decreasing order.","w, 1, 0"
0.6,Calculate 9 - (-14 - ((-7 - 4) + 0)).,12
0.6,"What is the next term in -34, -103, -118, 5, 350, 1001, 2042?",3557
0.6,What is the common denominator of 29/20 and 91/21782?,217820
0.6,"Let c(y) = -y**3 + 7*y**2 + 3*y - 7. Let g be c(8). Let o = g + -5. Let f be 1/(2 - o/(-28)). Sort 1, -5, f in descending order.","f, 1, -5"
0.6,"Four letters picked without replacement from {b: 1, o: 6, g: 3, m: 5, h: 3, t: 2}. What is prob of picking 4 m?",1/969
0.6,Let l(b) = 264*b**2 + 58*b + 12. Let n(o) = -264*o**2 - 60*o - 15. Let s(r) = 4*l(r) + 3*n(r). What is the second derivative of s(d) wrt d?,528
0.6,What is the lowest common multiple of 74 and 26652?,986124
0.6,"Solve 3*x - 63 = 3*v - 36, -2*v + 3*x = 22 for v.",-5
0.6,Let u be 1 - (-1)/(-2)*-4. Find the third derivative of 8*k**2 + 385 - 385 + 18*k**u wrt k.,108
0.6,Suppose 0 = -4*l + 49 + 11. Find the third derivative of 4*t**6 - 6*t**2 - l*t**6 + 2*t**6 wrt t.,-1080*t**3
